Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,33,New Hampshire,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITH MCC OR TOTA,30,96797.533333,31718.8,23032.7
State,33,New Hampshire,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,205,71205.585366,15116.156098,13007.863415
State,33,New Hampshire,471,CERVICAL SPINAL FUSION WITH MCC,16,124223.3125,43366.5,37744.625
State,33,New Hampshire,472,CERVICAL SPINAL FUSION WITH CC,43,103284.62791,31585.534884,24174.348837
State,33,New Hampshire,473,CERVICAL SPINAL FUSION WITHOUT CC/MCC,19,89799,21448.736842,19925.421053
State,33,New Hampshire,474,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH MCC,17,135101.23529,35300.588235,30338.823529
State,33,New Hampshire,475,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,16,58332.9375,19612.4375,18148.0625
State,33,New Hampshire,477,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,18,105129.72222,28214.055556,26493.222222
State,33,New Hampshire,478,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,26,70130.884615,16844.384615,15654.769231
State,33,New Hampshire,480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,176,93948.875,27330.767045,24377.090909
State,33,New Hampshire,481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,325,73997.612308,16856.550769,14857.864615
State,33,New Hampshire,482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,84,57210.97619,13535.833333,10745.738095
State,33,New Hampshire,483,MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,64,98821.40625,22434.953125,19609.515625
State,33,New Hampshire,485,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH MCC,11,108431.09091,31456.090909,28600.181818
State,33,New Hampshire,486,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH CC,25,65751.2,18762.6,15604.36
State,33,New Hampshire,488,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITH CC/MCC,13,60598.153846,17828.692308,16471.692308
State,33,New Hampshire,489,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,15,54092.266667,11527,10121.2
State,33,New Hampshire,492,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC",44,113269.04545,30365.818182,27678.431818
State,33,New Hampshire,493,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",94,84668.904255,22090.765957,17628.351064
State,33,New Hampshire,494,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC",45,63929.488889,14352,12736.644444
State,33,New Hampshire,500,SOFT TISSUE PROCEDURES WITH MCC,13,99941.846154,29889.461538,24631.384615
State,33,New Hampshire,501,SOFT TISSUE PROCEDURES WITH CC,22,72535.909091,16336.272727,14764.545455
State,33,New Hampshire,502,SOFT TISSUE PROCEDURES WITHOUT CC/MCC,11,64258,10548.818182,9116.8181818
State,33,New Hampshire,504,FOOT PROCEDURES WITH CC,19,55566.947368,15709.263158,13939.473684
State,33,New Hampshire,511,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH CC",12,71161.333333,16588.916667,14659.166667
State,33,New Hampshire,515,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,27,123991.59259,26009.740741,24274.925926
State,33,New Hampshire,516,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,53,83448.679245,16373.075472,13735.037736
State,33,New Hampshire,517,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,42,71048.52381,11400.952381,9961.2857143
State,33,New Hampshire,519,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,39,68477.74359,16625.974359,14052.051282
State,33,New Hampshire,520,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,24,44557.666667,11005.291667,9557.875
State,33,New Hampshire,521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,100,96251,26994.55,23570.3
State,33,New Hampshire,522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,211,82048.554502,17617.085308,15686.194313
State,33,New Hampshire,534,FRACTURES OF FEMUR WITHOUT MCC,14,26071.071429,5593.1428571,4467.0714286
State,33,New Hampshire,535,FRACTURES OF HIP AND PELVIS WITH MCC,49,43780.102041,9683.122449,8226.7346939
State,33,New Hampshire,536,FRACTURES OF HIP AND PELVIS WITHOUT MCC,86,28467.616279,5862.3255814,4595.6046512
State,33,New Hampshire,539,OSTEOMYELITIS WITH MCC,23,62632.347826,19390.826087,14482.521739
State,33,New Hampshire,540,OSTEOMYELITIS WITH CC,14,44713.357143,10778.214286,9629.2142857
State,33,New Hampshire,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,48,47930.541667,14720.875,13175.5
State,33,New Hampshire,543,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,60,39095.95,9363.3333333,7785.7666667
State,33,New Hampshire,544,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/M,14,21170.357143,5694.9285714,4684.4285714
State,33,New Hampshire,546,CONNECTIVE TISSUE DISORDERS WITH CC,15,26528.066667,9794.8666667,8806.3333333
State,33,New Hampshire,551,MEDICAL BACK PROBLEMS WITH MCC,87,45854.781609,13135.264368,11637.390805
State,33,New Hampshire,552,MEDICAL BACK PROBLEMS WITHOUT MCC,196,35263.005102,7730.6632653,6052.1989796
State,33,New Hampshire,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,54,28430.981481,6655.3148148,5342.1481481
State,33,New Hampshire,556,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,26,35305.230769,6686.9615385,4568.8461538
State,33,New Hampshire,557,"TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",21,66690.619048,12538.380952,10710.714286
State,33,New Hampshire,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",43,28529.534884,7139.9069767,5888.5116279
State,33,New Hampshire,559,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",13,79705.230769,15983.230769,10860.615385
State,33,New Hampshire,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",24,33837.583333,9601.7083333,7150.1666667
State,33,New Hampshire,562,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITH MCC",39,43514.897436,12048,10705.435897
State,33,New Hampshire,563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",92,30682.51087,6865.7826087,5421.1956522
State,33,New Hampshire,564,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH MCC,41,48535.390244,13100.341463,11585.365854
State,33,New Hampshire,565,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,48,34307.895833,8345.4166667,6919.3333333
State,33,New Hampshire,571,SKIN DEBRIDEMENT WITH CC,16,52292.4375,14506.125,12517.6875
State,33,New Hampshire,579,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH MCC",17,116205.11765,31223.529412,27438.647059
State,33,New Hampshire,580,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC",18,65510.666667,17910.5,15276.777778
State,33,New Hampshire,593,SKIN ULCERS WITH CC,11,32575.909091,8303.5454545,7400
State,33,New Hampshire,602,CELLULITIS WITH MCC,124,40025.943548,12269.379032,10192.83871
State,33,New Hampshire,603,CELLULITIS WITHOUT MCC,326,27473.371166,7392.2607362,5566.3128834
State,33,New Hampshire,604,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC",18,46903.666667,11704.277778,10782.166667
State,33,New Hampshire,605,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",54,47225.555556,8570.7777778,5737.5740741
State,33,New Hampshire,606,MINOR SKIN DISORDERS WITH MCC,11,56301.272727,15819.363636,14144.545455
State,33,New Hampshire,607,MINOR SKIN DISORDERS WITHOUT MCC,17,28416.529412,6845.7647059,5657.1176471
State,33,New Hampshire,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",30,132471.76667,34415.2,31788.166667
State,33,New Hampshire,617,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",93,58098.473118,17017.634409,13993.924731
State,33,New Hampshire,620,O.R. PROCEDURES FOR OBESITY WITH CC,29,56255.827586,15775.310345,10613.37931
State,33,New Hampshire,621,O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,78,58948.782051,15409.705128,9339.5
State,33,New Hampshire,623,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WIT",21,51234.666667,15498.619048,12766.238095
State,33,New Hampshire,628,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH MCC",15,143370.66667,34568.466667,29962.133333
State,33,New Hampshire,629,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC",16,88461.125,20897.0625,18366.75
State,33,New Hampshire,637,DIABETES WITH MCC,125,44484.872,12201.456,9916.16
State,33,New Hampshire,638,DIABETES WITH CC,155,27197.348387,7479.4193548,6067.3354839
State,33,New Hampshire,639,DIABETES WITHOUT CC/MCC,21,17787,5378.4285714,3743.2857143
State,33,New Hampshire,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",245,36576.534694,10548.261224,8892.4612245
State,33,New Hampshire,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",280,27174.660714,6518.0178571,5027.0142857
State,33,New Hampshire,643,ENDOCRINE DISORDERS WITH MCC,79,54779.670886,14986.392405,12909.341772
State,33,New Hampshire,644,ENDOCRINE DISORDERS WITH CC,50,33603.54,8797.58,6462.16
State,33,New Hampshire,645,ENDOCRINE DISORDERS WITHOUT CC/MCC,14,29304.642857,7038.9285714,4421.3571429
State,33,New Hampshire,653,MAJOR BLADDER PROCEDURES WITH MCC,13,131873.30769,50094.692308,42630.153846
State,33,New Hampshire,654,MAJOR BLADDER PROCEDURES WITH CC,20,130256.8,36185.8,22527.75
State,33,New Hampshire,657,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC,29,80281.931034,17513.724138,15766.241379
State,33,New Hampshire,658,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,29,63826.655172,15245.689655,11385.137931
State,33,New Hampshire,659,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,57,92490.789474,23538.350877,22030.789474
State,33,New Hampshire,660,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,83,52007.228916,12452.421687,9918.1566265
State,33,New Hampshire,661,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITHOUT CC/MCC,46,41380.413043,8943.3913043,7058.9347826
State,33,New Hampshire,666,PROSTATECTOMY WITH CC,11,53607.818182,14620.909091,12270.818182
State,33,New Hampshire,668,TRANSURETHRAL PROCEDURES WITH MCC,11,84355.454545,21403.272727,20244.090909
State,33,New Hampshire,669,TRANSURETHRAL PROCEDURES WITH CC,13,48364.461538,14563.076923,12934.769231
State,33,New Hampshire,673,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,48,140225.79167,37610.145833,29602.791667
State,33,New Hampshire,674,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH CC,20,94294.45,22469.6,20887.5
State,33,New Hampshire,682,RENAL FAILURE WITH MCC,407,48312.579853,12319.653563,10546.208845
State,33,New Hampshire,683,RENAL FAILURE WITH CC,387,31923.651163,7488.1886305,5844.503876
State,33,New Hampshire,684,RENAL FAILURE WITHOUT CC/MCC,44,20937.431818,5371.4090909,3379.4318182
State,33,New Hampshire,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,312,35834.583333,9644.4807692,7997.775641
State,33,New Hampshire,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,382,27234.094241,6541.8010471,5021.2015707
State,33,New Hampshire,694,URINARY STONES WITHOUT MCC,14,31752.142857,10301.071429,4882.2857143
State,33,New Hampshire,696,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITHOUT MCC,12,36084.666667,5600.0833333,4376.0833333
State,33,New Hampshire,698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,311,42565.26045,13307.202572,11598.463023
State,33,New Hampshire,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,134,27429.552239,8251.4328358,7201.7985075
State,33,New Hampshire,707,MAJOR MALE PELVIC PROCEDURES WITH CC/MCC,12,71142.666667,16053.416667,14504.333333
State,33,New Hampshire,708,MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC,15,72951.933333,11952.866667,10465.933333
State,33,New Hampshire,713,TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,14,45068.285714,11852.428571,10422
State,33,New Hampshire,737,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,11,67288.363636,21819.909091,19515.818182
State,33,New Hampshire,742,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,15,61958.266667,15466.133333,13860.533333
State,33,New Hampshire,755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC",12,45489.166667,9857.5833333,8330.5
State,33,New Hampshire,787,CESAREAN SECTION WITHOUT STERILIZATION WITH CC,11,29798.636364,8863.4545455,7630.6363636
State,33,New Hampshire,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,15,16119.533333,6717.8,4462.5333333
State,33,New Hampshire,807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,29,15910.655172,5509.5172414,3564.3793103
State,33,New Hampshire,808,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,40,72393.95,25049.35,22032.45
State,33,New Hampshire,809,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,46,36473.23913,11754.413043,8737.326087
State,33,New Hampshire,811,RED BLOOD CELL DISORDERS WITH MCC,132,42380.287879,11689.325758,10029.174242
State,33,New Hampshire,812,RED BLOOD CELL DISORDERS WITHOUT MCC,131,30948.320611,7928.3587786,6059.259542
State,33,New Hampshire,813,COAGULATION DISORDERS,98,47942.367347,13663.153061,10853.55102
State,33,New Hampshire,814,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC,12,43104.166667,17100.166667,16007.5
State,33,New Hampshire,815,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,13,29708.307692,8404.6923077,7251.6923077
State,33,New Hampshire,823,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC,15,140260.86667,46382.933333,39819.133333
State,33,New Hampshire,824,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,11,96800.636364,21384.727273,16853.818182
State,33,New Hampshire,827,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR,11,108859.09091,25638.636364,23518.363636
State,33,New Hampshire,834,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH MCC,22,142390.31818,66088.5,61969.227273
State,33,New Hampshire,840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,37,71398.324324,32679.513514,25244.972973
State,33,New Hampshire,841,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,31,54660.935484,14486.129032,12900.612903
State,33,New Hampshire,843,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH MC,14,65617,18575.928571,16821.214286
State,33,New Hampshire,847,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,34,29207.323529,14231.235294,12333.941176
State,33,New Hampshire,853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,357,162156.94118,47095.736695,43059.341737
State,33,New Hampshire,854,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,101,74422.792079,17154.237624,14417.168317
State,33,New Hampshire,856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,45,145779.2,39423.622222,35570.466667
State,33,New Hampshire,857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,50,71713.56,19611.38,17542.6
State,33,New Hampshire,862,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,63,56559.047619,16059.238095,13817.031746
State,33,New Hampshire,863,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,56,28744.410714,9059.2142857,7815.9821429
State,33,New Hampshire,864,FEVER AND INFLAMMATORY CONDITIONS,30,26972.566667,7181.7666667,5991.0666667
State,33,New Hampshire,865,VIRAL ILLNESS WITH MCC,16,31807.8125,13437.375,10370.875
State,33,New Hampshire,867,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH MCC,24,54558.833333,22178.625,20447.208333
State,33,New Hampshire,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,22,25588.909091,9421.7272727,8024.8636364
State,33,New Hampshire,870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,86,246088.43023,68747.662791,61790.604651
State,33,New Hampshire,871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,2325,60968.167742,16825.245591,14428.487742
State,33,New Hampshire,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,525,36039.954286,8622.0285714,6829.9752381
State,33,New Hampshire,880,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,25,31532.36,8200.52,6456.92
State,33,New Hampshire,884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,110,49659.563636,12141.145455,10288.072727
State,33,New Hampshire,885,PSYCHOSES,38,47512.657895,12024.5,9929.6842105
State,33,New Hampshire,894,"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",31,25398.516129,4324.9032258,3392.0967742
State,33,New Hampshire,896,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",91,64774.67033,15204.593407,12812.846154
State,33,New Hampshire,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",164,31955.085366,7213.597561,5468.6463415
State,33,New Hampshire,907,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,52,126499.03846,38701.461538,36635.442308
State,33,New Hampshire,908,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,32,65017.375,16888.5625,15543.09375
State,33,New Hampshire,915,ALLERGIC REACTIONS WITH MCC,17,45753.764706,14701,13640
State,33,New Hampshire,916,ALLERGIC REACTIONS WITHOUT MCC,13,23532.384615,6407.3846154,4000.0769231
State,33,New Hampshire,917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,127,62574.251969,13822.818898,11641.535433
State,33,New Hampshire,918,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,48,24921.895833,6916.75,5371.5208333
State,33,New Hampshire,919,COMPLICATIONS OF TREATMENT WITH MCC,59,60661.813559,19048.169492,16022.152542
State,33,New Hampshire,920,COMPLICATIONS OF TREATMENT WITH CC,38,42602.578947,9206.5263158,8138.4473684
State,33,New Hampshire,923,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITHOUT MCC",11,29486.272727,7729.7272727,5663.0909091
State,33,New Hampshire,945,REHABILITATION WITH CC/MCC,24,45214.166667,9651.8333333,8614.5
State,33,New Hampshire,947,SIGNS AND SYMPTOMS WITH MCC,35,52791.314286,10356.857143,8777.3428571
State,33,New Hampshire,948,SIGNS AND SYMPTOMS WITHOUT MCC,78,34927.384615,6778.6923077,5074.3076923
State,33,New Hampshire,951,OTHER FACTORS INFLUENCING HEALTH STATUS,53,19205.471698,5039.8113208,3742.3207547
State,33,New Hampshire,956,"LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA",47,107600.44681,32562.808511,30993.638298
State,33,New Hampshire,957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH MCC,20,236515.3,72615.85,69733.75
State,33,New Hampshire,958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH CC,11,113436.45455,39813.090909,32873.363636
State,33,New Hampshire,963,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC,28,102838.10714,36888.142857,20693.357143
State,33,New Hampshire,964,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH CC,36,56385.305556,13891.25,11474.361111
State,33,New Hampshire,981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,99,175557.71717,49640.949495,43320.79798
State,33,New Hampshire,982,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,57,78993.912281,21024.754386,19445.403509
State,33,New Hampshire,987,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,41,106356.07317,30312.02439,27061.317073
State,33,New Hampshire,988,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,22,59787.636364,14747.5,13196.318182
State,34,New Jersey,001,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC,38,1294018.0263,313326.05263,284168
State,34,New Jersey,003,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",312,940082.9359,200915.49679,168498.01603
State,34,New Jersey,004,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",409,792552.10269,132689.8313,115434.45966
State,34,New Jersey,011,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH MCC",34,342008.76471,63052.441176,52294.941176
State,34,New Jersey,012,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH CC",28,227166.42857,46097,31365.178571
State,34,New Jersey,013,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITHOUT CC/MCC",11,177185.63636,28209.545455,21020
State,34,New Jersey,014,ALLOGENEIC BONE MARROW TRANSPLANT,41,638531.78049,144143.95122,126018.70732
State,34,New Jersey,016,AUTOLOGOUS BONE MARROW TRANSPLANT WITH CC/MCC,71,224137.12676,72379.507042,56172.985915
State,34,New Jersey,018,CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL AND OTHER IMMUNOTHERAPIES,37,1162713.4595,314568.2973,290813.48649
State,34,New Jersey,020,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH MCC,75,564063.78667,101646.2,95587.266667
State,34,New Jersey,021,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH CC,21,454787.14286,85449.238095,59167.904762
State,34,New Jersey,023,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,395,312393.91392,57090.022785,48311.724051
State,34,New Jersey,024,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITHOUT MC,143,200603.68531,37049.356643,31473.461538
State,34,New Jersey,025,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,612,246306.25817,45215.214052,37787.872549
State,34,New Jersey,026,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC,121,159423.21488,29920.68595,26647.661157
State,34,New Jersey,027,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,159,126627.93082,24486.842767,20495.050314
State,34,New Jersey,028,SPINAL PROCEDURES WITH MCC,58,283783.51724,55503.103448,45067.413793
State,34,New Jersey,029,SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS,53,201444.49057,34105.603774,28807.132075
State,34,New Jersey,030,SPINAL PROCEDURES WITHOUT CC/MCC,19,108100.47368,21205.631579,17359.842105
State,34,New Jersey,031,VENTRICULAR SHUNT PROCEDURES WITH MCC,24,389910,65705.541667,51405.041667
State,34,New Jersey,032,VENTRICULAR SHUNT PROCEDURES WITH CC,49,102170.22449,20452.367347,18455.816327
State,34,New Jersey,033,VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC,62,80356.16129,17004.451613,12949.967742
State,34,New Jersey,034,CAROTID ARTERY STENT PROCEDURES WITH MCC,63,298802.60317,45128.142857,39249.460317
State,34,New Jersey,035,CAROTID ARTERY STENT PROCEDURES WITH CC,95,144576.30526,22910.168421,19182.357895
State,34,New Jersey,036,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,137,101591.56204,17708.861314,15418.875912
State,34,New Jersey,037,EXTRACRANIAL PROCEDURES WITH MCC,89,206494.51685,34698.314607,28532.280899
State,34,New Jersey,038,EXTRACRANIAL PROCEDURES WITH CC,226,94623.70354,15452.141593,12303.40708
State,34,New Jersey,039,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,366,58929.63388,10872.281421,8185.0491803
State,34,New Jersey,040,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",141,210217.8227,37819.234043,33860.191489
